image_link,mass_prompt,ratio_prompt,size_text_prompt,75_tokens,image_path
https://images-assets.nasa.gov/image/PIA17002/PIA17002~thumb.jpg,"A solar system made up of 5 planet(s), 1 star(s), and 0 moon(s). This neptune-like planet is 14 times the size of earth, methane is breaking down, so the planet is likely no longer a deep blue, but hydrocarbons are likely present in the atmosphere, which depending on composition are varying shades of blue and has clearly defined striped light and dark icy clouds. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is light orange and an unknown size compared to the size of the sun.","A solar system made up of 5 planet(s), 1 star(s), and 0 moon(s). This neptune-like planet is 14 times the size of earth, methane is breaking down, so the planet is likely no longer a deep blue, but hydrocarbons are likely present in the atmosphere, which depending on composition are varying shades of blue and has clearly defined striped light and dark icy clouds. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is light orange and 4.9285714115415304 the size of it's planet.","A solar system made up of 5 planet(s), 1 star(s), and 0 moon(s). This nan neptune-like planet methane is breaking down, so the planet is likely no longer a deep blue, but hydrocarbons are likely present in the atmosphere, which depending on composition are varying shades of blue. This planet has clearly defined striped light and dark icy clouds. The planet's star is only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold and light orange.","A light orange, small star with a icy, neptune-like planet. The planet is a shade of blue, has clearly defined striped light and dark clouds, and only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold",data/image_60.jpg
https://images-assets.nasa.gov/image/PIA17002/PIA17002~thumb.jpg,"A solar system made up of 5 planet(s), 1 star(s), and 0 moon(s). This gas-giant planet is 36 times the size of earth, the atmosphere is overtaken with water vapor giving the planet a mostly white color with the posibility of slight blue tinting and has stripes of thick clouds of various coloring defined by clear, sharp edges. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is light orange and an unknown size compared to the size of the sun.","A solar system made up of 5 planet(s), 1 star(s), and 0 moon(s). This gas-giant planet is 36 times the size of earth, the atmosphere is overtaken with water vapor giving the planet a mostly white color with the posibility of slight blue tinting and has stripes of thick clouds of various coloring defined by clear, sharp edges. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is light orange and 1.9166666600439284 the size of it's planet.","A solar system made up of 5 planet(s), 1 star(s), and 0 moon(s). This large gas-giant planet the atmosphere is overtaken with water vapor giving the planet a mostly white color with the posibility of slight blue tinting. This planet has stripes of thick clouds of various coloring defined by clear, sharp edges. The planet's star is only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold and light orange.","A light orange, small star with a large, gas-giant planet. The planet mostly white in color with slight traces of blue, has clear, sharp-edge stripes of thick clouds, and only has one side of the planet facing the sun, so the side facing the sun is hot and the other side is dark and cold",data/image_61.jpg
https://images-assets.nasa.gov/image/PIA17002/PIA17002~thumb.jpg,"A solar system made up of 5 planet(s), 1 star(s), and 0 moon(s). This gas-giant planet is 35 times the size of earth, has methane in its blue color but in very small quantities. The dominant color will be ammonia, which is now a liquid giving the planet a darker yellow color closer to brown and has stripes of thick clouds of various coloring defined by clear, sharp edges. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is light orange and an unknown size compared to the size of the sun.","A solar system made up of 5 planet(s), 1 star(s), and 0 moon(s). This gas-giant planet is 35 times the size of earth, has methane in its blue color but in very small quantities. The dominant color will be ammonia, which is now a liquid giving the planet a darker yellow color closer to brown and has stripes of thick clouds of various coloring defined by clear, sharp edges. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is light orange and 1.9714285646166119 the size of it's planet.","A solar system made up of 5 planet(s), 1 star(s), and 0 moon(s). This large gas-giant planet has methane in its blue color but in very small quantities. The dominant color will be ammonia, which is now a liquid giving the planet a darker yellow color closer to brown. This planet has stripes of thick clouds of various coloring defined by clear, sharp edges. The planet's star is only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold and light orange.","A light orange, small star with a large, gas-giant planet. The planet a yellow brown in color with slight traces of blue, has clear, sharp-edge stripes of thick clouds, and only has one side of the planet facing the sun, so the side facing the sun is hot and the other side is dark and cold",data/image_62.jpg
https://images-assets.nasa.gov/image/PIA10108/PIA10108~thumb.jpg,"A solar system made up of 5 planet(s), 2 star(s), and 0 moon(s). This gas-giant planet is 263 times the size of earth, is so warm it likely does not have clouds and appears as a uniform blue orb and has stripes of thick clouds of various coloring defined by clear, sharp edges. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is light orange and an unknown size compared to the size of the sun.","A solar system made up of 5 planet(s), 2 star(s), and 0 moon(s). This gas-giant planet is 263 times the size of earth, is so warm it likely does not have clouds and appears as a uniform blue orb and has stripes of thick clouds of various coloring defined by clear, sharp edges. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is light orange and 0.34472507327850355 the size of it's planet.","A solar system made up of 5 planet(s), 2 star(s), and 0 moon(s). This giant gas-giant planet is so warm it likely does not have clouds and appears as a uniform blue orb. This planet has stripes of thick clouds of various coloring defined by clear, sharp edges. The planet's star is only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold and light orange.","A light orange, small star with a giant, gas-giant planet. The planet a uniform blue in color, has clear, sharp-edge stripes of thick clouds, and only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold",data/image_63.jpg
https://images-assets.nasa.gov/image/PIA10108/PIA10108~thumb.jpg,"A solar system made up of 5 planet(s), 2 star(s), and 0 moon(s). This gas-giant planet is 54 times the size of earth, likely has water vapor producing a blue color as well as helium and hydrogen, which both produce shades of white and has stripes of thick clouds of various coloring defined by clear, sharp edges. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is yellow and an unknown size compared to the size of the sun.","A solar system made up of 5 planet(s), 2 star(s), and 0 moon(s). This gas-giant planet is 54 times the size of earth, likely has water vapor producing a blue color as well as helium and hydrogen, which both produce shades of white and has stripes of thick clouds of various coloring defined by clear, sharp edges. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is yellow and 1.6705278780152353 the size of it's planet.","A solar system made up of 5 planet(s), 2 star(s), and 0 moon(s). This large gas-giant planet likely has water vapor producing a blue color as well as helium and hydrogen, which both produce shades of white. This planet has stripes of thick clouds of various coloring defined by clear, sharp edges. The planet's star is only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold and yellow.","A yellow, medium small star with a large, gas-giant planet. The planet is mostly blue with traces of white coloring, has clear, sharp-edge stripes of thick clouds, and only has one side of the planet facing the sun, so the side facing the sun is hot and the other side is dark and cold",data/image_64.jpg
https://images-assets.nasa.gov/image/PIA10108/PIA10108~thumb.jpg,"A solar system made up of 5 planet(s), 2 star(s), and 0 moon(s). This gas-giant planet is 1232 times the size of earth, likely has water vapor producing a blue color as well as helium and hydrogen, which both produce shades of white and has stripes of thick clouds of various coloring defined by softened edges. This planet spins around its orbit so both sides get heat from the sun. The planet's star is yellow and an unknown size compared to the size of the sun.","A solar system made up of 5 planet(s), 2 star(s), and 0 moon(s). This gas-giant planet is 1232 times the size of earth, likely has water vapor producing a blue color as well as helium and hydrogen, which both produce shades of white and has stripes of thick clouds of various coloring defined by softened edges. This planet spins around its orbit so both sides get heat from the sun. The planet's star is yellow and 0.07383409035357556 the size of it's planet.","A solar system made up of 5 planet(s), 2 star(s), and 0 moon(s). This massive gas-giant planet likely has water vapor producing a blue color as well as helium and hydrogen, which both produce shades of white. This planet has stripes of thick clouds of various coloring defined by softened edges. The planet's star is spins around its orbit so both sides get heat from the sun and yellow.","A yellow, medium small star with a massive, gas-giant planet. The planet is mostly blue with traces of white coloring, has soft-edged stripes of thick clouds, and spins around its orbit so both sides get heat from the sun",data/image_65.jpg
https://images-assets.nasa.gov/image/PIA10108/PIA10108~thumb.jpg,"A solar system made up of 5 planet(s), 2 star(s), and 0 moon(s). This super-earth planet is 7 times the size of earth, is so hot all metals are breaking down causing the planet to likely be covered in lava and is hot and rotating quickly with little to no atmosphere, clouds, or storms. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is yellow and an unknown size compared to the size of the sun.","A solar system made up of 5 planet(s), 2 star(s), and 0 moon(s). This super-earth planet is 7 times the size of earth, is so hot all metals are breaking down causing the planet to likely be covered in lava and is hot and rotating quickly with little to no atmosphere, clouds, or storms. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is yellow and 11.389237200174454 the size of it's planet.","A solar system made up of 5 planet(s), 2 star(s), and 0 moon(s). This nan super-earth planet is so hot all metals are breaking down causing the planet to likely be covered in lava. This planet is hot and rotating quickly with little to no atmosphere, clouds, or storms. The planet's star is only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold and yellow.","A yellow, medium small star with a rocky, super-earth planet. The planet is covered in lava, is hot and rotating quickly with little to no clouds, and only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold",data/image_66.jpg
https://images-assets.nasa.gov/image/PIA10108/PIA10108~thumb.jpg,"A solar system made up of 5 planet(s), 2 star(s), and 0 moon(s). This gas-giant planet is 44 times the size of earth, likely has water vapor producing a blue color as well as helium and hydrogen, which both produce shades of white and has stripes of thick clouds of various coloring defined by clear, sharp edges. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is yellow and an unknown size compared to the size of the sun.","A solar system made up of 5 planet(s), 2 star(s), and 0 moon(s). This gas-giant planet is 44 times the size of earth, likely has water vapor producing a blue color as well as helium and hydrogen, which both produce shades of white and has stripes of thick clouds of various coloring defined by clear, sharp edges. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is yellow and 2.030706106954706 the size of it's planet.","A solar system made up of 5 planet(s), 2 star(s), and 0 moon(s). This large gas-giant planet likely has water vapor producing a blue color as well as helium and hydrogen, which both produce shades of white. This planet has stripes of thick clouds of various coloring defined by clear, sharp edges. The planet's star is only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold and yellow.","A yellow, medium small star with a large, gas-giant planet. The planet is mostly blue with traces of white coloring, has clear, sharp-edge stripes of thick clouds, and only has one side of the planet facing the sun, so the side facing the sun is hot and the other side is dark and cold",data/image_67.jpg
https://images-assets.nasa.gov/image/PIA13351/PIA13351~thumb.jpg,"A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This gas-giant planet is 43 times the size of earth, is so warm it likely does not have clouds and appears as a uniform blue orb and has stripes of thick clouds of various coloring defined by clear, sharp edges. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is yellow and 1 times the size of the sun.","A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This gas-giant planet is 43 times the size of earth, is so warm it likely does not have clouds and appears as a uniform blue orb and has stripes of thick clouds of various coloring defined by clear, sharp edges. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is yellow and 2.3502302881678467 the size of it's planet.","A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This large gas-giant planet is so warm it likely does not have clouds and appears as a uniform blue orb. This planet has stripes of thick clouds of various coloring defined by clear, sharp edges. The planet's star is only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold and yellow.","A yellow, medium small star with a large, gas-giant planet. The planet a uniform blue in color, has clear, sharp-edge stripes of thick clouds, and only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold",data/image_68.jpg
https://images-assets.nasa.gov/image/PIA13351/PIA13351~thumb.jpg,"A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This gas-giant planet is 29 times the size of earth, is so warm it likely does not have clouds and appears as a uniform blue orb and has stripes of thick clouds of various coloring defined by clear, sharp edges. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is yellow and 1 times the size of the sun.","A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This gas-giant planet is 29 times the size of earth, is so warm it likely does not have clouds and appears as a uniform blue orb and has stripes of thick clouds of various coloring defined by clear, sharp edges. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is yellow and 3.411371217190174 the size of it's planet.","A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This large gas-giant planet is so warm it likely does not have clouds and appears as a uniform blue orb. This planet has stripes of thick clouds of various coloring defined by clear, sharp edges. The planet's star is only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold and yellow.","A yellow, medium small star with a large, gas-giant planet. The planet a uniform blue in color, has clear, sharp-edge stripes of thick clouds, and only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold",data/image_69.jpg
https://images-assets.nasa.gov/image/PIA13351/PIA13351~thumb.jpg,"A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This super-earth planet is 3 times the size of earth, is so hot all metals are breaking down causing the planet to likely be covered in lava and is hot and rotating quickly with little to no atmosphere, clouds, or storms. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is yellow and 1 times the size of the sun.","A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This super-earth planet is 3 times the size of earth, is so hot all metals are breaking down causing the planet to likely be covered in lava and is hot and rotating quickly with little to no atmosphere, clouds, or storms. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is yellow and 32.132134443452266 the size of it's planet.","A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This nan super-earth planet is so hot all metals are breaking down causing the planet to likely be covered in lava. This planet is hot and rotating quickly with little to no atmosphere, clouds, or storms. The planet's star is only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold and yellow.","A yellow, medium small star with a rocky, super-earth planet. The planet is covered in lava, is hot and rotating quickly with little to no clouds, and only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold",data/image_70.jpg
https://images-assets.nasa.gov/image/PIA18018/PIA18018~thumb.jpg,"A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This super-earth planet is 3 times the size of earth, is so hot all metals are breaking down causing the planet to likely be covered in lava and is hot and rotating quickly with little to no atmosphere, clouds, or storms. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is yellow and an unknown size compared to the size of the sun.","A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This super-earth planet is 3 times the size of earth, is so hot all metals are breaking down causing the planet to likely be covered in lava and is hot and rotating quickly with little to no atmosphere, clouds, or storms. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is yellow and 27.914111315587142 the size of it's planet.","A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This nan super-earth planet is so hot all metals are breaking down causing the planet to likely be covered in lava. This planet is hot and rotating quickly with little to no atmosphere, clouds, or storms. The planet's star is only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold and yellow.","A yellow, medium small star with a rocky, super-earth planet. The planet is covered in lava, is hot and rotating quickly with little to no clouds, and only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold",data/image_71.jpg
https://images-assets.nasa.gov/image/PIA18018/PIA18018~thumb.jpg,"A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This neptune-like planet is 11 times the size of earth, methane is breaking down, so the planet is likely no longer a deep blue, but hydrocarbons are likely present in the atmosphere, which depending on composition are varying shades of blue and has clearly defined striped light and dark icy clouds. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is yellow and an unknown size compared to the size of the sun.","A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This neptune-like planet is 11 times the size of earth, methane is breaking down, so the planet is likely no longer a deep blue, but hydrocarbons are likely present in the atmosphere, which depending on composition are varying shades of blue and has clearly defined striped light and dark icy clouds. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is yellow and 7.982456637514905 the size of it's planet.","A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This nan neptune-like planet methane is breaking down, so the planet is likely no longer a deep blue, but hydrocarbons are likely present in the atmosphere, which depending on composition are varying shades of blue. This planet has clearly defined striped light and dark icy clouds. The planet's star is only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold and yellow.","A yellow, medium small star with a icy, neptune-like planet. The planet is a shade of blue, has clearly defined striped light and dark clouds, and only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold",data/image_72.jpg
https://images-assets.nasa.gov/image/PIA18018/PIA18018~thumb.jpg,"A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This neptune-like planet is 12 times the size of earth, likely has water vapor producing a blue color as well as helium and hydrogen, which both produce shades of white and has clearly defined striped light and dark icy clouds. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is yellow and an unknown size compared to the size of the sun.","A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This neptune-like planet is 12 times the size of earth, likely has water vapor producing a blue color as well as helium and hydrogen, which both produce shades of white and has clearly defined striped light and dark icy clouds. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is yellow and 7.17665618552545 the size of it's planet.","A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This nan neptune-like planet likely has water vapor producing a blue color as well as helium and hydrogen, which both produce shades of white. This planet has clearly defined striped light and dark icy clouds. The planet's star is only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold and yellow.","A yellow, medium small star with a icy, neptune-like planet. The planet is mostly blue with traces of white coloring, has clearly defined striped light and dark clouds, and only has one side of the planet facing the sun, so the side facing the sun is hot and the other side is dark and cold",data/image_73.jpg
https://images-assets.nasa.gov/image/PIA14883/PIA14883~thumb.jpg,"A solar system made up of 1 planet(s), 1 star(s), and 0 moon(s). This super-earth planet is 9 times the size of earth, likely has a small amount of blue methane and yellow ammonia. The most dominant color would come from blue liquid water and has clouds of various sizes speckling planet atmosphere showing pieces of the planet terrain beneath. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is yellow and an unknown size compared to the size of the sun.","A solar system made up of 1 planet(s), 1 star(s), and 0 moon(s). This super-earth planet is 9 times the size of earth, likely has a small amount of blue methane and yellow ammonia. The most dominant color would come from blue liquid water and has clouds of various sizes speckling planet atmosphere showing pieces of the planet terrain beneath. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is yellow and 9.450549211583851 the size of it's planet.","A solar system made up of 1 planet(s), 1 star(s), and 0 moon(s). This nan super-earth planet likely has a small amount of blue methane and yellow ammonia. The most dominant color would come from blue liquid water. This planet has clouds of various sizes speckling planet atmosphere showing pieces of the planet terrain beneath. The planet's star is only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold and yellow.","A yellow, medium small star with a rocky, super-earth planet. The planet contains liquid water, and has traces of blue and yellow coloring, has clouds of various sizes, and only has one side of the planet facing the sun, so the side facing the sun is hot and the other side is dark and cold",data/image_74.jpg
https://images-assets.nasa.gov/image/PIA18910/PIA18910~thumb.jpg,"A solar system made up of 5 planet(s), 3 star(s), and 0 moon(s). This terrestrial planet is an unknown size compared to the size of earth, has white carbon dioxide molecules and pale yellow sulfur compounds are likely on this planet and is hot and rotating quickly with little to no atmosphere, clouds, or storms. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is light orange and an unknown size compared to the size of the sun.","A solar system made up of 5 planet(s), 3 star(s), and 0 moon(s). This terrestrial planet is an unknown size compared to the size of earth, has white carbon dioxide molecules and pale yellow sulfur compounds are likely on this planet and is hot and rotating quickly with little to no atmosphere, clouds, or storms. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is light orange and 2032.0855470090798 the size of it's planet.","A solar system made up of 5 planet(s), 3 star(s), and 0 moon(s). This tiny terrestrial planet has white carbon dioxide molecules and pale yellow sulfur compounds are likely on this planet. This planet is hot and rotating quickly with little to no atmosphere, clouds, or storms. The planet's star is only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold and light orange.","A light orange, small star with a tiny, terrestrial planet. The planet is white and pale yellow in color, is hot and rotating quickly with little to no clouds, and only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold",data/image_75.jpg
https://images-assets.nasa.gov/image/PIA18910/PIA18910~thumb.jpg,"A solar system made up of 5 planet(s), 3 star(s), and 0 moon(s). This terrestrial planet is an unknown size compared to the size of earth, has white carbon dioxide molecules and pale yellow sulfur compounds are likely on this planet and is hot and rotating quickly with little to no atmosphere, clouds, or storms. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is light orange and an unknown size compared to the size of the sun.","A solar system made up of 5 planet(s), 3 star(s), and 0 moon(s). This terrestrial planet is an unknown size compared to the size of earth, has white carbon dioxide molecules and pale yellow sulfur compounds are likely on this planet and is hot and rotating quickly with little to no atmosphere, clouds, or storms. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is light orange and 958.3858491209536 the size of it's planet.","A solar system made up of 5 planet(s), 3 star(s), and 0 moon(s). This very small terrestrial planet has white carbon dioxide molecules and pale yellow sulfur compounds are likely on this planet. This planet is hot and rotating quickly with little to no atmosphere, clouds, or storms. The planet's star is only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold and light orange.","A light orange, small star with a very small, terrestrial planet. The planet is white and pale yellow in color, is hot and rotating quickly with little to no clouds, and only has one side of the planet facing the sun, so the side facing the sun is hot and the other side is dark and cold",data/image_76.jpg
https://images-assets.nasa.gov/image/PIA18910/PIA18910~thumb.jpg,"A solar system made up of 5 planet(s), 3 star(s), and 0 moon(s). This terrestrial planet is an unknown size compared to the size of earth, has carbon dioxide and hydrocarbons are dominant in this planet which could both come in varying shades of blue and white and is hot and rotating quickly with little to no atmosphere, clouds, or storms. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is light orange and an unknown size compared to the size of the sun.","A solar system made up of 5 planet(s), 3 star(s), and 0 moon(s). This terrestrial planet is an unknown size compared to the size of earth, has carbon dioxide and hydrocarbons are dominant in this planet which could both come in varying shades of blue and white and is hot and rotating quickly with little to no atmosphere, clouds, or storms. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is light orange and 379.99998956918733 the size of it's planet.","A solar system made up of 5 planet(s), 3 star(s), and 0 moon(s). This small terrestrial planet has carbon dioxide and hydrocarbons are dominant in this planet which could both come in varying shades of blue and white. This planet is hot and rotating quickly with little to no atmosphere, clouds, or storms. The planet's star is only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold and light orange.","A light orange, small star with a small, terrestrial planet. The planet is a varying shade of blue and/or white, is hot and rotating quickly with little to no clouds, and only has one side of the planet facing the sun, so the side facing the sun is hot and the other side is dark and cold",data/image_77.jpg
https://images-assets.nasa.gov/image/PIA18910/PIA18910~thumb.jpg,"A solar system made up of 5 planet(s), 3 star(s), and 0 moon(s). This terrestrial planet is an unknown size compared to the size of earth, has carbon dioxide and hydrocarbons are dominant in this planet which could both come in varying shades of blue and white and is hot and rotating quickly with little to no atmosphere, clouds, or storms. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is light orange and an unknown size compared to the size of the sun.","A solar system made up of 5 planet(s), 3 star(s), and 0 moon(s). This terrestrial planet is an unknown size compared to the size of earth, has carbon dioxide and hydrocarbons are dominant in this planet which could both come in varying shades of blue and white and is hot and rotating quickly with little to no atmosphere, clouds, or storms. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is light orange and 759.9999791383747 the size of it's planet.","A solar system made up of 5 planet(s), 3 star(s), and 0 moon(s). This very small terrestrial planet has carbon dioxide and hydrocarbons are dominant in this planet which could both come in varying shades of blue and white. This planet is hot and rotating quickly with little to no atmosphere, clouds, or storms. The planet's star is only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold and light orange.","A light orange, small star with a very small, terrestrial planet. The planet is a varying shade of blue and/or white, is hot and rotating quickly with little to no clouds, and only has one side of the planet facing the sun, so the side facing the sun is hot and the other side is dark and cold",data/image_78.jpg
https://images-assets.nasa.gov/image/PIA18910/PIA18910~thumb.jpg,"A solar system made up of 5 planet(s), 3 star(s), and 0 moon(s). This terrestrial planet is an unknown size compared to the size of earth, has carbon dioxide and hydrocarbons are dominant in this planet which could both come in varying shades of blue and white and is hot and rotating quickly with little to no atmosphere, clouds, or storms. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is light orange and an unknown size compared to the size of the sun.","A solar system made up of 5 planet(s), 3 star(s), and 0 moon(s). This terrestrial planet is an unknown size compared to the size of earth, has carbon dioxide and hydrocarbons are dominant in this planet which could both come in varying shades of blue and white and is hot and rotating quickly with little to no atmosphere, clouds, or storms. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is light orange and 228.91566849080226 the size of it's planet.","A solar system made up of 5 planet(s), 3 star(s), and 0 moon(s). This small terrestrial planet has carbon dioxide and hydrocarbons are dominant in this planet which could both come in varying shades of blue and white. This planet is hot and rotating quickly with little to no atmosphere, clouds, or storms. The planet's star is only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold and light orange.","A light orange, small star with a small, terrestrial planet. The planet is a varying shade of blue and/or white, is hot and rotating quickly with little to no clouds, and only has one side of the planet facing the sun, so the side facing the sun is hot and the other side is dark and cold",data/image_79.jpg
https://images-assets.nasa.gov/image/PIA17849/PIA17849~thumb.jpg,"A solar system made up of 1 planet(s), 1 star(s), and 0 moon(s). This unknown planet size planet is an unknown size compared to the size of earth, has an unknown planet color and rotates around its star. This planet has an unknown spin. The planet's star is yellow and 1 times the size of the sun.","A solar system made up of 1 planet(s), 1 star(s), and 0 moon(s). This unknown planet size planet is an unknown size compared to the size of earth, has an unknown planet color and rotates around its star. This planet has an unknown spin. The planet's star is yellow and 0.0 the size of it's planet.","A solar system made up of 1 planet(s), 1 star(s), and 0 moon(s). This nan unknown planet size planet has an unknown planet color. This planet rotates around its star. The planet's star is has an unknown spin and yellow.","A yellow, medium small star with an unknown planet size planet. The planet ia an unknown planet color, rotates around its star",data/image_80.jpg
